product_id,product_name,created_at,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,average_daily_usage,unit_cost,total_value,last_order_date,last_stock_count_date,expiration_date,year,month,day,day_of_week,week_of_year,days_since_last_order,days_since_last_count,days_to_expiration,target_quantity_on_hand
pdct0026,Item CleanPro 26,2024-12-09 06:54:22,90.0,14.0,76.0,15.0,24.0,71.0,6.21,46.8,4212.0,2024-10-21,2024-11-20,2099-12-31,2024.0,12.0,9.0,0.0,50.0,49.0,19.0,27414.0,90.0
pdct0026,,2025-01-03 00:00:00,100.34,14.0,76.0,,24.0,71.0,6.21,46.8,4212.0,,,,,12.0,,0.0,,49.0,19.0,27414.0,
pdct0026,,2025-01-17 00:00:00,74.97,14.0,76.0,,24.0,71.0,6.21,46.8,4212.0,,,,,12.0,,0.0,,49.0,19.0,27414.0,
pdct0027,Item RefrescoPlus 27,2023-05-05 23:58:55,114.0,22.0,92.0,6.0,36.0,62.0,4.77,29.65,3380.1,2023-03-14,2023-03-23,2023-07-02,2023.0,5.0,5.0,4.0,18.0,52.0,43.0,57.0,114.0
pdct0027,Item RefrescoPlus 27,2023-05-17 08:46:57,116.0,22.0,94.0,13.0,80.0,162.0,9.25,9.83,1140.28,2023-04-22,2023-05-13,2023-12-10,2023.0,5.0,17.0,2.0,20.0,25.0,4.0,206.0,116.0
pdct0027,Item RefrescoPlus 27,2023-05-21 16:02:12,118.0,17.0,101.0,11.0,42.0,82.0,5.88,19.33,2280.94,2023-05-06,2023-05-17,2024-05-05,2023.0,5.0,21.0,6.0,20.0,15.0,4.0,349.0,118.0
pdct0027,Item RefrescoPlus 27,2023-09-28 21:17:36,122.0,11.0,111.0,15.0,18.0,78.0,5.19,24.27,2960.94,2023-08-10,2023-08-19,2024-03-15,2023.0,9.0,28.0,3.0,39.0,49.0,40.0,168.0,122.0
pdct0027,Item RefrescoPlus 27,2023-09-30 09:40:53,87.0,22.0,65.0,17.0,33.0,62.0,6.0,15.9,1383.3,2023-07-14,2023-08-04,2023-08-11,2023.0,9.0,30.0,5.0,39.0,78.0,57.0,0.0,87.0
pdct0027,Item RefrescoPlus 27,2024-07-01 01:25:52,116.0,23.0,93.0,13.0,52.0,119.0,7.34,57.61,6682.76,2024-06-10,2024-06-17,2024-11-03,2024.0,7.0,1.0,0.0,27.0,21.0,14.0,124.0,116.0
pdct0027,Item RefrescoPlus 27,2024-08-09 11:25:58,80.0,26.0,54.0,13.0,22.0,67.0,4.56,12.53,1002.4,2024-05-30,2024-07-25,2025-02-01,2024.0,8.0,9.0,4.0,32.0,71.0,15.0,175.0,80.0
pdct0027,Item RefrescoPlus 27,2024-08-13 04:21:51,108.0,15.0,93.0,22.0,26.0,88.0,7.69,24.88,2687.04,2024-05-03,2024-08-02,2024-11-23,2024.0,8.0,13.0,1.0,33.0,102.0,11.0,101.0,108.0
pdct0027,Item RefrescoPlus 27,2024-11-03 19:08:23,100.0,16.0,84.0,7.0,14.0,46.0,2.56,41.24,4124.0,2024-08-16,2024-10-03,2024-12-06,2024.0,11.0,3.0,6.0,44.0,79.0,31.0,32.0,100.0
pdct0027,Item RefrescoPlus 27,2024-11-26 06:16:48,124.0,22.0,102.0,14.0,32.0,70.0,5.11,11.26,1396.24,2024-08-29,2024-09-01,2024-12-12,2024.0,11.0,26.0,1.0,48.0,89.0,86.0,15.0,124.0
pdct0027,,2025-01-05 00:00:00,88.77,22.0,102.0,,32.0,70.0,5.11,11.26,1396.24,,,,,11.0,,1.0,,89.0,86.0,15.0,
pdct0028,Producto BellezaPro 28,2023-01-21 11:08:33,83.0,8.0,75.0,8.0,15.0,51.0,2.72,86.84,7207.72,2023-01-18,2023-01-19,2099-12-31,2023.0,1.0,21.0,5.0,3.0,3.0,2.0,28102.0,83.0
pdct0028,Producto BellezaPro 28,2023-05-06 05:07:13,42.0,9.0,33.0,3.0,23.0,29.0,2.75,18.76,787.92,2023-02-02,2023-02-26,2099-12-31,2023.0,5.0,6.0,5.0,18.0,93.0,69.0,27997.0,42.0
pdct0028,Producto BellezaPro 28,2023-05-13 21:37:28,70.0,10.0,60.0,4.0,11.0,23.0,1.44,47.01,3290.7,2023-04-21,2023-04-30,2099-12-31,2023.0,5.0,13.0,5.0,19.0,22.0,13.0,27990.0,70.0
pdct0028,Producto BellezaPro 28,2023-10-12 06:16:27,88.0,7.0,81.0,2.0,21.0,35.0,2.09,22.17,1950.96,2023-06-30,2023-07-27,2099-12-31,2023.0,10.0,12.0,3.0,41.0,104.0,77.0,27838.0,88.0
pdct0028,Producto BellezaPro 28,2023-11-22 12:36:37,44.0,10.0,34.0,6.0,37.0,46.0,3.83,12.31,541.64,2023-09-22,2023-10-22,2099-12-31,2023.0,11.0,22.0,2.0,47.0,61.0,31.0,27797.0,44.0
pdct0028,Producto BellezaPro 28,2023-12-09 11:55:25,50.0,6.0,44.0,4.0,11.0,42.0,3.21,71.12,3556.0,2023-10-02,2023-10-13,2099-12-31,2023.0,12.0,9.0,5.0,49.0,68.0,57.0,27780.0,50.0
pdct0028,Producto BellezaPro 28,2023-12-13 12:23:49,86.0,7.0,79.0,7.0,23.0,82.0,4.56,27.84,2394.24,2023-09-21,2023-11-14,2099-12-31,2023.0,12.0,13.0,2.0,50.0,83.0,29.0,27776.0,86.0
pdct0028,Producto BellezaPro 28,2024-01-20 10:54:24,62.0,8.0,54.0,8.0,12.0,60.0,3.06,51.96,3221.52,2023-11-29,2024-01-11,2099-12-31,2024.0,1.0,20.0,5.0,3.0,52.0,9.0,27738.0,62.0
pdct0028,Producto BellezaPro 28,2024-04-02 12:15:34,63.0,14.0,49.0,7.0,28.0,36.0,2.98,55.3,3483.9,2024-02-01,2024-02-17,2099-12-31,2024.0,4.0,2.0,1.0,14.0,61.0,45.0,27665.0,63.0
pdct0028,Producto BellezaPro 28,2024-05-13 22:11:22,52.0,10.0,42.0,10.0,13.0,42.0,3.55,2.81,146.12,2024-02-03,2024-04-10,2099-12-31,2024.0,5.0,13.0,0.0,20.0,100.0,33.0,27624.0,52.0
pdct0028,Producto BellezaPro 28,2024-06-16 05:57:17,62.0,8.0,54.0,7.0,17.0,50.0,2.93,7.52,466.24,2024-06-01,2024-06-08,2099-12-31,2024.0,6.0,16.0,6.0,24.0,15.0,8.0,27590.0,62.0
pdct0028,Producto BellezaPro 28,2024-09-03 21:03:48,61.0,17.0,44.0,8.0,26.0,55.0,3.64,41.15,2510.15,2024-08-26,2024-09-01,2099-12-31,2024.0,9.0,3.0,1.0,36.0,8.0,2.0,27511.0,61.0
pdct0028,Producto BellezaPro 28,2024-09-09 12:08:59,67.0,7.0,60.0,4.0,16.0,67.0,3.52,22.28,1492.76,2024-07-08,2024-08-14,2099-12-31,2024.0,9.0,9.0,0.0,37.0,63.0,26.0,27505.0,67.0
pdct0028,Producto BellezaPro 28,2024-12-06 12:40:28,67.0,7.0,60.0,4.0,12.0,36.0,2.13,26.8,1795.6,2024-12-05,2024-12-05,2099-12-31,2024.0,12.0,6.0,4.0,49.0,1.0,1.0,27417.0,67.0
pdct0028,Producto BellezaPro 28,2024-12-23 23:51:09,56.0,9.0,47.0,11.0,18.0,52.0,3.79,21.54,1206.24,2024-12-11,2024-12-22,2099-12-31,2024.0,12.0,23.0,0.0,52.0,12.0,1.0,27400.0,56.0
pdct0028,,2025-01-15 00:00:00,31.02,9.0,47.0,,18.0,52.0,3.79,21.54,1206.24,,,,,12.0,,0.0,,12.0,1.0,27400.0,
pdct0029,Item Cuidado+ 29,2023-04-25 21:09:40,54.0,10.0,44.0,6.0,9.0,36.0,2.09,55.83,3014.82,2023-03-22,2023-04-02,2099-12-31,2023.0,4.0,25.0,1.0,17.0,34.0,23.0,28008.0,54.0
pdct0029,Item Cuidado+ 29,2023-04-30 16:52:36,40.0,4.0,36.0,5.0,13.0,50.0,2.98,46.88,1875.2,2023-03-28,2023-04-27,2099-12-31,2023.0,4.0,30.0,6.0,17.0,33.0,3.0,28003.0,40.0
pdct0029,Item Cuidado+ 29,2023-07-26 16:01:48,52.0,10.0,42.0,3.0,9.0,34.0,2.21,30.14,1567.28,2023-04-22,2023-05-24,2099-12-31,2023.0,7.0,26.0,2.0,30.0,95.0,63.0,27916.0,52.0
pdct0029,Item Cuidado+ 29,2023-10-26 04:08:33,72.0,6.0,66.0,5.0,30.0,42.0,3.46,23.32,1679.04,2023-10-02,2023-10-24,2099-12-31,2023.0,10.0,26.0,3.0,43.0,24.0,2.0,27824.0,72.0
pdct0029,Item Cuidado+ 29,2023-11-13 17:46:33,63.0,12.0,51.0,2.0,15.0,35.0,2.03,19.03,1198.89,2023-08-06,2023-08-28,2099-12-31,2023.0,11.0,13.0,0.0,46.0,99.0,77.0,27806.0,63.0
pdct0029,Item Cuidado+ 29,2023-12-17 18:37:20,61.0,2.0,59.0,7.0,16.0,44.0,2.68,23.56,1437.16,2023-10-14,2023-12-15,2099-12-31,2023.0,12.0,17.0,6.0,50.0,64.0,2.0,27772.0,61.0
pdct0029,Item Cuidado+ 29,2024-01-10 12:21:45,76.0,12.0,64.0,6.0,23.0,54.0,3.21,27.73,2107.48,2024-01-04,2024-01-07,2099-12-31,2024.0,1.0,10.0,2.0,2.0,6.0,3.0,27748.0,76.0
pdct0029,Item Cuidado+ 29,2024-04-28 05:20:44,42.0,11.0,31.0,5.0,26.0,55.0,3.21,8.65,363.3,2024-04-04,2024-04-09,2099-12-31,2024.0,4.0,28.0,6.0,17.0,24.0,19.0,27639.0,42.0
pdct0029,Item Cuidado+ 29,2024-05-05 06:34:14,55.0,4.0,51.0,8.0,10.0,43.0,3.11,5.86,322.3,2024-05-03,2024-05-03,2099-12-31,2024.0,5.0,5.0,6.0,18.0,2.0,2.0,27632.0,55.0
pdct0029,Item Cuidado+ 29,2024-05-10 06:08:55,40.0,7.0,33.0,6.0,22.0,67.0,3.39,25.39,1015.6,2024-05-08,2024-05-10,2099-12-31,2024.0,5.0,10.0,4.0,19.0,2.0,0.0,27627.0,40.0
pdct0029,Item Cuidado+ 29,2024-06-26 03:12:45,38.0,4.0,34.0,2.0,11.0,36.0,2.16,17.57,667.66,2024-03-18,2024-04-19,2099-12-31,2024.0,6.0,26.0,2.0,26.0,100.0,68.0,27580.0,38.0
pdct0029,Item Cuidado+ 29,2024-09-29 12:46:19,72.0,7.0,65.0,9.0,23.0,53.0,2.89,44.78,3224.16,2024-09-27,2024-09-27,2099-12-31,2024.0,9.0,29.0,6.0,39.0,2.0,2.0,27485.0,72.0
pdct0029,Item Cuidado+ 29,2024-11-25 10:14:24,54.0,7.0,47.0,6.0,12.0,36.0,2.5,154.37,8335.98,2024-11-05,2024-11-08,2099-12-31,2024.0,11.0,25.0,0.0,48.0,20.0,17.0,27428.0,54.0
pdct0029,Item Cuidado+ 29,2024-12-21 10:45:51,50.0,8.0,42.0,4.0,26.0,55.0,2.79,4.46,223.0,2024-12-19,2024-12-19,2099-12-31,2024.0,12.0,21.0,5.0,51.0,2.0,2.0,27402.0,50.0
pdct0030,Marca La Vaquita 30,2023-01-17 06:48:35,84.0,17.0,67.0,22.0,42.0,87.0,8.44,4.17,350.28,2022-11-18,2022-12-01,2023-11-13,2023.0,1.0,17.0,1.0,3.0,60.0,47.0,299.0,84.0
pdct0030,Marca La Vaquita 30,2023-11-06 01:05:20,129.0,30.0,99.0,21.0,52.0,105.0,7.3,15.01,1936.29,2023-07-14,2023-09-26,2024-07-15,2023.0,11.0,6.0,0.0,45.0,115.0,41.0,251.0,129.0
pdct0030,Marca La Vaquita 30,2024-01-21 10:49:05,97.0,16.0,81.0,10.0,30.0,98.0,7.82,6.54,634.38,2023-10-10,2023-12-04,2024-01-17,2024.0,1.0,21.0,6.0,3.0,103.0,48.0,0.0,97.0
pdct0030,Marca La Vaquita 30,2024-03-18 12:58:38,138.0,12.0,126.0,11.0,19.0,49.0,4.63,62.74,8658.12,2024-02-15,2024-02-16,2024-11-19,2024.0,3.0,18.0,0.0,12.0,32.0,31.0,245.0,138.0
pdct0030,Marca La Vaquita 30,2024-04-03 12:37:17,125.0,18.0,107.0,15.0,25.0,149.0,7.79,18.99,2373.75,2024-01-05,2024-02-17,2024-02-14,2024.0,4.0,3.0,2.0,14.0,89.0,46.0,0.0,125.0
pdct0030,Marca La Vaquita 30,2024-07-25 14:59:26,87.0,24.0,63.0,21.0,64.0,105.0,8.19,15.13,1316.31,2024-07-09,2024-07-13,2024-12-19,2024.0,7.0,25.0,3.0,30.0,16.0,12.0,146.0,87.0
pdct0030,Marca La Vaquita 30,2024-08-14 19:13:07,101.0,17.0,84.0,15.0,31.0,78.0,7.26,9.91,1000.91,2024-05-23,2024-06-07,2024-11-11,2024.0,8.0,14.0,2.0,33.0,83.0,68.0,88.0,101.0
pdct0030,Marca La Vaquita 30,2024-09-20 07:18:08,107.0,21.0,86.0,9.0,26.0,69.0,5.73,8.08,864.56,2024-06-24,2024-07-24,2024-08-31,2024.0,9.0,20.0,4.0,38.0,88.0,58.0,0.0,107.0
pdct0030,Marca La Vaquita 30,2024-12-19 11:56:30,114.0,24.0,90.0,18.0,19.0,90.0,6.4,1.25,142.5,2024-12-02,2024-12-02,2024-12-21,2024.0,12.0,19.0,3.0,51.0,17.0,17.0,1.0,114.0
pdct0031,Item HomeLife 31,2023-11-26 10:19:46,90.0,17.0,73.0,10.0,60.0,106.0,6.12,77.31,6957.9,2023-09-05,2023-11-04,2099-12-31,2023.0,11.0,26.0,6.0,47.0,82.0,22.0,27793.0,90.0
pdct0031,Item HomeLife 31,2024-01-29 21:00:29,119.0,14.0,105.0,12.0,30.0,76.0,5.1,46.24,5502.56,2023-11-26,2023-12-06,2099-12-31,2024.0,1.0,29.0,0.0,5.0,64.0,54.0,27729.0,119.0
pdct0031,Item HomeLife 31,2024-06-05 06:31:40,113.0,14.0,99.0,9.0,31.0,86.0,6.13,10.87,1228.31,2024-05-21,2024-06-03,2099-12-31,2024.0,6.0,5.0,2.0,23.0,15.0,2.0,27601.0,113.0
pdct0031,Item HomeLife 31,2024-06-07 14:16:49,104.0,16.0,88.0,6.0,14.0,68.0,3.86,43.23,4495.92,2024-02-18,2024-04-01,2099-12-31,2024.0,6.0,7.0,4.0,23.0,110.0,67.0,27599.0,104.0
pdct0031,Item HomeLife 31,2024-08-19 20:14:49,105.0,13.0,92.0,13.0,26.0,92.0,4.68,12.59,1321.95,2024-05-30,2024-07-26,2099-12-31,2024.0,8.0,19.0,0.0,34.0,81.0,24.0,27526.0,105.0
pdct0031,Item HomeLife 31,2024-09-07 13:49:42,71.0,18.0,53.0,8.0,24.0,138.0,7.22,39.2,2783.2,2024-07-17,2024-08-21,2099-12-31,2024.0,9.0,7.0,5.0,36.0,52.0,17.0,27507.0,71.0
pdct0031,Item HomeLife 31,2024-11-07 20:16:43,80.0,12.0,68.0,14.0,19.0,87.0,5.89,35.74,2859.2,2024-10-18,2024-10-21,2099-12-31,2024.0,11.0,7.0,3.0,45.0,20.0,17.0,27446.0,80.0
pdct0031,Item HomeLife 31,2024-11-13 23:42:20,58.0,11.0,47.0,13.0,49.0,56.0,5.4,77.36,4486.88,2024-10-27,2024-11-05,2099-12-31,2024.0,11.0,13.0,2.0,46.0,17.0,8.0,27440.0,58.0
pdct0032,Producto TechPro 32,2023-02-27 22:41:31,49.0,10.0,39.0,5.0,17.0,39.0,2.91,13.59,665.91,2022-11-28,2023-01-21,2099-12-31,2023.0,2.0,27.0,0.0,9.0,91.0,37.0,28065.0,49.0
pdct0032,Producto TechPro 32,2023-02-28 21:54:19,34.0,10.0,24.0,7.0,21.0,60.0,3.95,21.44,728.96,2022-12-03,2022-12-30,2099-12-31,2023.0,2.0,28.0,1.0,9.0,87.0,60.0,28064.0,34.0
pdct0032,Producto TechPro 32,2023-04-22 23:11:10,67.0,5.0,62.0,5.0,16.0,22.0,2.08,62.12,4162.04,2023-02-10,2023-04-14,2099-12-31,2023.0,4.0,22.0,5.0,16.0,71.0,8.0,28011.0,67.0
pdct0032,Producto TechPro 32,2023-05-05 19:43:16,82.0,19.0,63.0,7.0,30.0,46.0,3.15,8.13,666.66,2023-04-17,2023-04-30,2099-12-31,2023.0,5.0,5.0,4.0,18.0,18.0,5.0,27998.0,82.0
pdct0032,Producto TechPro 32,2024-01-03 15:39:33,67.0,6.0,61.0,4.0,18.0,66.0,3.47,29.51,1977.17,2023-12-20,2023-12-27,2099-12-31,2024.0,1.0,3.0,2.0,1.0,14.0,7.0,27755.0,67.0
pdct0032,Producto TechPro 32,2024-02-02 12:36:15,25.0,5.0,20.0,5.0,21.0,57.0,3.96,21.69,542.25,2023-11-10,2024-01-02,2099-12-31,2024.0,2.0,2.0,4.0,5.0,84.0,31.0,27725.0,25.0
pdct0032,Producto TechPro 32,2024-02-12 16:43:17,49.0,9.0,40.0,2.0,7.0,10.0,0.92,40.7,1994.3,2024-01-31,2024-02-04,2099-12-31,2024.0,2.0,12.0,0.0,7.0,12.0,8.0,27715.0,49.0
pdct0032,Producto TechPro 32,2024-06-24 20:12:39,63.0,6.0,57.0,7.0,24.0,28.0,2.75,35.85,2258.55,2024-03-07,2024-05-26,2099-12-31,2024.0,6.0,24.0,0.0,26.0,109.0,29.0,27582.0,63.0
pdct0032,Producto TechPro 32,2024-07-26 14:37:12,67.0,8.0,59.0,2.0,10.0,27.0,1.45,12.64,846.88,2024-06-03,2024-07-02,2099-12-31,2024.0,7.0,26.0,4.0,30.0,53.0,24.0,27550.0,67.0
pdct0032,Producto TechPro 32,2024-09-06 16:56:43,70.0,8.0,62.0,8.0,25.0,34.0,3.27,28.41,1988.7,2024-08-06,2024-08-10,2099-12-31,2024.0,9.0,6.0,4.0,36.0,31.0,27.0,27508.0,70.0
pdct0033,Marca HomeLife 33,2023-03-21 00:16:38,77.0,18.0,59.0,15.0,35.0,109.0,6.98,30.75,2367.75,2023-01-18,2023-02-16,2099-12-31,2023.0,3.0,21.0,1.0,12.0,62.0,33.0,28043.0,77.0
pdct0033,Marca HomeLife 33,2023-03-27 15:13:05,78.0,4.0,74.0,10.0,21.0,58.0,4.05,6.51,507.78,2023-02-06,2023-02-19,2099-12-31,2023.0,3.0,27.0,0.0,13.0,49.0,36.0,28037.0,78.0
pdct0033,Marca HomeLife 33,2023-04-12 06:55:59,80.0,13.0,67.0,13.0,45.0,88.0,5.53,57.87,4629.6,2023-02-05,2023-03-07,2099-12-31,2023.0,4.0,12.0,2.0,15.0,66.0,36.0,28021.0,80.0
pdct0033,Marca HomeLife 33,2023-04-27 15:54:28,71.0,18.0,53.0,17.0,36.0,87.0,6.46,60.61,4303.31,2023-04-26,2023-04-27,2099-12-31,2023.0,4.0,27.0,3.0,17.0,1.0,0.0,28006.0,71.0
pdct0033,Marca HomeLife 33,2023-11-15 07:18:36,90.0,13.0,77.0,3.0,10.0,14.0,1.23,25.52,2296.8,2023-08-25,2023-10-05,2099-12-31,2023.0,11.0,15.0,2.0,46.0,82.0,41.0,27804.0,90.0
pdct0033,Marca HomeLife 33,2024-04-16 21:33:57,80.0,18.0,62.0,8.0,23.0,59.0,5.28,8.39,671.2,2024-03-17,2024-03-30,2099-12-31,2024.0,4.0,16.0,1.0,16.0,30.0,17.0,27651.0,80.0
pdct0033,Marca HomeLife 33,2024-05-14 21:19:16,82.0,11.0,71.0,8.0,26.0,67.0,3.73,21.92,1797.44,2024-03-04,2024-04-30,2099-12-31,2024.0,5.0,14.0,1.0,20.0,71.0,14.0,27623.0,82.0
pdct0033,Marca HomeLife 33,2024-06-10 20:34:58,99.0,17.0,82.0,9.0,29.0,50.0,4.48,44.18,4373.82,2024-02-26,2024-05-04,2099-12-31,2024.0,6.0,10.0,0.0,24.0,105.0,37.0,27596.0,99.0
pdct0033,Marca HomeLife 33,2024-06-18 10:58:32,74.0,17.0,57.0,19.0,54.0,118.0,7.45,29.98,2218.52,2024-05-06,2024-05-30,2099-12-31,2024.0,6.0,18.0,1.0,25.0,43.0,19.0,27588.0,74.0
pdct0033,Marca HomeLife 33,2024-07-16 04:07:00,91.0,17.0,74.0,15.0,17.0,82.0,5.41,20.91,1902.81,2024-05-05,2024-06-02,2099-12-31,2024.0,7.0,16.0,1.0,29.0,72.0,44.0,27560.0,91.0
pdct0033,Marca HomeLife 33,2024-09-02 17:18:51,124.0,14.0,110.0,9.0,35.0,50.0,3.5,37.33,4628.92,2024-07-09,2024-08-12,2099-12-31,2024.0,9.0,2.0,0.0,36.0,55.0,21.0,27512.0,124.0
pdct0034,Marca SportLine 34,2023-03-01 18:24:06,46.0,9.0,37.0,13.0,17.0,61.0,4.75,17.76,816.96,2023-02-16,2023-02-18,2099-12-31,2023.0,3.0,1.0,2.0,9.0,13.0,11.0,28063.0,46.0
pdct0034,Marca SportLine 34,2023-04-05 21:07:51,91.0,13.0,78.0,10.0,31.0,71.0,4.27,6.62,602.42,2022-12-09,2023-02-08,2099-12-31,2023.0,4.0,5.0,2.0,14.0,117.0,56.0,28028.0,91.0
pdct0034,Marca SportLine 34,2023-04-06 03:37:20,45.0,7.0,38.0,4.0,24.0,58.0,3.84,34.24,1540.8,2023-02-19,2023-03-15,2099-12-31,2023.0,4.0,6.0,3.0,14.0,46.0,22.0,28027.0,45.0
pdct0034,Marca SportLine 34,2023-04-06 04:04:52,66.0,11.0,55.0,4.0,26.0,56.0,3.04,9.52,628.32,2023-04-01,2023-04-04,2099-12-31,2023.0,4.0,6.0,3.0,14.0,5.0,2.0,28027.0,66.0
pdct0034,Marca SportLine 34,2023-06-30 14:51:59,78.0,12.0,66.0,11.0,23.0,80.0,4.79,74.45,5807.1,2023-03-17,2023-04-14,2099-12-31,2023.0,6.0,30.0,4.0,26.0,105.0,77.0,27942.0,78.0
pdct0034,Marca SportLine 34,2023-08-23 20:32:16,41.0,11.0,30.0,6.0,16.0,52.0,4.08,29.9,1225.9,2023-05-09,2023-06-17,2099-12-31,2023.0,8.0,23.0,2.0,34.0,106.0,67.0,27888.0,41.0
pdct0034,Marca SportLine 34,2023-08-26 06:50:32,50.0,9.0,41.0,4.0,20.0,36.0,3.54,15.04,752.0,2023-08-13,2023-08-18,2099-12-31,2023.0,8.0,26.0,5.0,34.0,13.0,8.0,27885.0,50.0
pdct0034,Marca SportLine 34,2023-10-10 16:55:43,52.0,5.0,47.0,4.0,21.0,45.0,2.73,14.72,765.44,2023-07-19,2023-10-05,2099-12-31,2023.0,10.0,10.0,1.0,41.0,83.0,5.0,27840.0,52.0
pdct0034,Marca SportLine 34,2023-11-11 23:23:42,62.0,12.0,50.0,8.0,26.0,46.0,4.04,10.48,649.76,2023-09-24,2023-11-07,2099-12-31,2023.0,11.0,11.0,5.0,45.0,48.0,4.0,27808.0,62.0
pdct0034,Marca SportLine 34,2023-11-28 21:44:38,86.0,14.0,72.0,8.0,21.0,40.0,3.55,45.72,3931.92,2023-10-25,2023-10-27,2099-12-31,2023.0,11.0,28.0,1.0,48.0,34.0,32.0,27791.0,86.0
pdct0034,Marca SportLine 34,2024-03-03 09:44:06,61.0,7.0,54.0,8.0,25.0,118.0,6.07,15.77,961.97,2024-02-10,2024-03-01,2099-12-31,2024.0,3.0,3.0,6.0,9.0,22.0,2.0,27695.0,61.0
pdct0034,Marca SportLine 34,2024-05-11 18:39:08,80.0,7.0,73.0,9.0,30.0,44.0,3.22,55.11,4408.8,2024-03-07,2024-03-14,2099-12-31,2024.0,5.0,11.0,5.0,19.0,65.0,58.0,27626.0,80.0
pdct0034,Marca SportLine 34,2024-07-26 09:57:45,87.0,7.0,80.0,6.0,37.0,58.0,4.36,6.12,532.44,2024-06-22,2024-07-20,2099-12-31,2024.0,7.0,26.0,4.0,30.0,34.0,6.0,27550.0,87.0
pdct0034,Marca SportLine 34,2024-08-21 18:13:31,55.0,9.0,46.0,8.0,15.0,46.0,3.0,24.38,1340.9,2024-06-08,2024-06-16,2099-12-31,2024.0,8.0,21.0,2.0,34.0,74.0,66.0,27524.0,55.0
pdct0034,Marca SportLine 34,2024-10-25 17:35:28,46.0,8.0,38.0,7.0,35.0,48.0,3.59,5.55,255.3,2024-07-10,2024-10-05,2099-12-31,2024.0,10.0,25.0,4.0,43.0,107.0,20.0,27459.0,46.0
pdct0034,Marca SportLine 34,2024-12-15 14:46:02,86.0,14.0,72.0,9.0,26.0,47.0,3.38,15.08,1296.88,2024-10-09,2024-10-19,2099-12-31,2024.0,12.0,15.0,6.0,50.0,67.0,57.0,27408.0,86.0
pdct0035,Item TechPro 35,2023-02-08 01:13:26,28.0,9.0,19.0,3.0,25.0,42.0,2.84,24.69,691.32,2022-10-20,2022-11-14,2099-12-31,2023.0,2.0,8.0,2.0,6.0,111.0,86.0,28084.0,28.0
pdct0035,Item TechPro 35,2023-02-21 10:29:29,42.0,9.0,33.0,3.0,12.0,29.0,1.47,78.83,3310.86,2022-11-21,2022-12-08,2099-12-31,2023.0,2.0,21.0,1.0,8.0,92.0,75.0,28071.0,42.0
pdct0035,Item TechPro 35,2023-03-14 16:15:25,49.0,6.0,43.0,6.0,25.0,53.0,2.77,69.03,3382.47,2023-03-12,2023-03-12,2099-12-31,2023.0,3.0,14.0,1.0,11.0,2.0,2.0,28050.0,49.0
pdct0035,Item TechPro 35,2023-03-25 19:14:31,34.0,3.0,31.0,8.0,21.0,37.0,2.69,37.54,1276.36,2023-03-23,2023-03-24,2099-12-31,2023.0,3.0,25.0,5.0,12.0,2.0,1.0,28039.0,34.0
pdct0035,Item TechPro 35,2023-03-29 17:28:11,63.0,8.0,55.0,4.0,29.0,36.0,3.31,57.95,3650.85,2023-01-13,2023-02-13,2099-12-31,2023.0,3.0,29.0,2.0,13.0,75.0,44.0,28035.0,63.0
pdct0035,Item TechPro 35,2023-05-22 12:24:04,52.0,6.0,46.0,8.0,25.0,30.0,2.74,32.07,1667.64,2023-02-21,2023-03-17,2099-12-31,2023.0,5.0,22.0,0.0,21.0,90.0,66.0,27981.0,52.0
pdct0035,Item TechPro 35,2023-08-28 11:37:54,55.0,11.0,44.0,7.0,9.0,41.0,2.7,52.52,2888.6,2023-06-27,2023-07-16,2099-12-31,2023.0,8.0,28.0,0.0,35.0,62.0,43.0,27883.0,55.0
pdct0035,Item TechPro 35,2023-10-02 01:34:30,37.0,4.0,33.0,6.0,26.0,61.0,3.27,32.13,1188.81,2023-08-20,2023-09-14,2099-12-31,2023.0,10.0,2.0,0.0,40.0,43.0,18.0,27848.0,37.0
pdct0035,Item TechPro 35,2023-10-23 09:07:25,75.0,7.0,68.0,4.0,13.0,42.0,2.97,59.03,4427.25,2023-08-04,2023-10-17,2099-12-31,2023.0,10.0,23.0,0.0,43.0,80.0,6.0,27827.0,75.0
pdct0035,Item TechPro 35,2023-11-18 07:28:55,86.0,9.0,77.0,8.0,32.0,75.0,4.34,55.73,4792.78,2023-08-14,2023-08-24,2099-12-31,2023.0,11.0,18.0,5.0,46.0,96.0,86.0,27801.0,86.0
pdct0035,Item TechPro 35,2024-02-29 08:03:41,75.0,8.0,67.0,7.0,22.0,36.0,2.91,0.66,49.5,2024-01-02,2024-01-15,2099-12-31,2024.0,2.0,29.0,3.0,9.0,58.0,45.0,27698.0,75.0
pdct0035,Item TechPro 35,2024-04-26 02:25:36,41.0,12.0,29.0,7.0,16.0,38.0,2.89,54.08,2217.28,2024-04-02,2024-04-05,2099-12-31,2024.0,4.0,26.0,4.0,17.0,24.0,21.0,27641.0,41.0
pdct0035,Item TechPro 35,2024-05-29 20:55:06,62.0,9.0,53.0,5.0,10.0,26.0,1.82,66.08,4096.96,2024-01-31,2024-04-04,2099-12-31,2024.0,5.0,29.0,2.0,22.0,119.0,55.0,27608.0,62.0
